id,title,report_time,introduction,pages_count,industry,cover,download_url
2303,2014年海外游戏视频直播平台案例研究报告——AfreecaTV,2015-01-07 11:55:29.0,"AfreecaTV成立于2006年，是韩国最大的个人直播平台。本报告主要通过对AfreecaTV的概况、商业模式、营收成本情况、游戏直播业务等方面进行深入剖析，以供国内的游戏视频直播平台参考。
",30,游戏行业,http://pic.iresearch.cn/report/top/2303.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2303
2304,2014年中国SaaS企业服务平台市场研究报告,2015-01-07 15:55:44.0,　　随着互联网的不断普及，无论是新兴行业还是传统行业的企业在企业管理、办公、销售、客户管理等各个办公流程当中都开始互联网化，因此众多针对企业提供软件服务的企业不断兴起发展，市场竞争激烈。而企业网络服务平台针对企业管理及服务的各个环节，功能众多，市场较为复杂。也有不少企业服务提供商把企业服务作为争夺B端用户的一个重要入口。本报告将针对企业网络服务平台领域进行研究，对复杂的市场结构进行全面梳理，分析整个市场发展阶段及规模，并对于其中的典型企业进行深入分析，力求为相关人士提供更加清晰的认识。,48,企业服务,http://pic.iresearch.cn/report/top/2304.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2304
2305,2014年中国休闲娱乐类在线票务行业报告简版,2015-01-07 16:05:01.0,"本报告作为艾瑞服务类电子商务研究的分支，主要聚焦于休闲娱乐类在线票务行业，旨在对休闲娱乐类在线票务的定义、发展现状、产业链结构、市场规模做出梳理和分析，对行业趋势做出判断，力图为市场参与各方提供有价值的数据参考和决策建议。
",24,媒体文娱,http://pic.iresearch.cn/report/top/2305.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2305
2307,2014年中国DSP行业发展研究报告,2015-01-15 18:17:24.0,从DSP在国内开始出现，市场已经历了三四年的发展。从少量的先驱者进行开拓到越来越多的参与者不断进入市场，从对发展路线的小心摸索到基于不同定位的百花齐放，从RTB到程序化购买，一场从DSP而起的广告技术革命正席卷而来，改变着整个网络营销的业态，其影响早已不仅局限于DSP这一角色。,75,媒体文娱,http://pic.iresearch.cn/report/top/2307.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2307
2308,2014年中国家电网络购物行业发展报告简版,2015-01-20 17:29:24.0,随着中国互联网的普及和网民行为习惯的养成，网络购物成为大趋势。其中3C家电的线上购物也成为大潮。由此，艾瑞咨询推出《2014年中国家电网络购物行业发展报告》，从中国家电网购市场环境、行业发展现状、典型企业案例、行业发展趋势等几个方面，对家电网络购物行业展开详述，以期给业内人士及相关从业人员以建议及参考。,29,消费电商,http://pic.iresearch.cn/report/top/2308.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2308
2310,2014年中国第三方手机输入法发展研究报告,2015-01-21 11:03:10.0,《2014年中国第三方手机输入法发展研究报告》为艾瑞行业报告，该报告主要通过企业访谈、专家访谈及用户定量调研数据，深入分析中国第三方手机输入法的行业发展现状与趋势、用户体验及评价，并适当给予建议和预测，希望此份报告能够为市场各方对第三方手机输入法进行深入分析提供参考。,31,媒体文娱,http://pic.iresearch.cn/report/top/2310.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2310
2311,2014年中国家装电商行业研究报告简版,2015-01-21 17:30:18.0,中国城市化进程的加速推进、城市房地产建设的蓬勃发展及人们对居住环境要求的不断提高，共同推动了下游家装市场的发展。此外，在电子商务逐渐发展成熟及产业环境不断完善的情况下，用户对家装电商的接受度逐渐提高，家装电商行业发展前景可观。在此背景下，艾瑞咨询推出《2014年中国家装电商行业研究报告》，此次研究将重点关注以下几个方面：家装电商行业发展现状及趋势、产业链分析、核心企业运营模式及典型企业运营案例分析等，并根据调研数据提供关于行业的市场洞察及网民行为洞察等。,39,消费电商,http://pic.iresearch.cn/report/top/2311.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2311
2314,2015年中国家庭教育消费者图谱,2015-02-02 15:11:42.0,"《2015年中国家庭教育消费者图谱》为家长帮、艾瑞咨询、好未来教育研究院联合发布,该报告面向全国范围内的中国家长群体，结合多种数据采集方法及渠道，进行中国家庭教育消费者调研。主要依据问卷调研+移动端/PC端连续性数据监测数据支持，共同探讨互联网时代下，学龄前（0-6岁）家庭教育消费行为、中小学（7-18岁）家庭教育消费行为，包括家庭教育观/教育类产品及其费用投入/互联网科技教育类产品偏好/获取教育资讯渠道等，洞察新一代家长在教育理念、消费行为上做出来哪些改变，探索未来学习的发展方向。",61,教育行业,http://pic.iresearch.cn/report/top/2314.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2314
2315,2014年中国网络剧行业研究报告,2015-02-03 20:06:22.0,"在线视频自制剧（即网络剧）拥有高投资回报、高互动、易于进行内容营销等优点，有利于塑造企业品牌形象，并且能够起到一定的强化用户忠诚度的效果，所以自制剧（网络剧）成为了主流在线视频企业的重要发展方向。
从2014年开始，包括优酷土豆集团、爱奇艺PPS、乐视、搜狐视频等在内的主流在线视频企业均加大了对自制剧（网络剧）的重视与投入力度，自制剧（网络剧）的发展进入了新的发展阶段与发展的快车道。
目前，无论从数量还是质量方面来看，自制剧（网络剧）仍难以像版权电视剧一样为在线视频企业带来大量的广告收入，但已经有包括万万没想到系列、报告老板系列、屌丝男士系列在内的部分优质自制剧（网络剧）的用户量/视频播放量能与版权电视剧相比肩，甚至超过后者。
",45,媒体文娱,http://pic.iresearch.cn/report/top/2315.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2315
2316,2015年中国游戏直播市场研究报告（行业篇）,2015-02-05 10:06:14.0,《2015年中国游戏直播市场研究报告（行业篇）》为艾瑞行业研究报告，该报告主要依据艾瑞对中国游戏直播行业的观察，结合海外发展情况，深入分析中国游戏直播行业的产业链、商业模式等行业情况，希望此份报告能够为市场各方了解游戏直播行业提供参考。,51,游戏行业,http://pic.iresearch.cn/report/top/2316.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2316
2318,2015年中国在线旅游度假行业研究报告,2015-03-24 17:20:59.0,为了帮助在线旅游从业人士或即将进入该行业的人士，以及其他对行业感兴趣的人或企业全面深入了解2014年在线旅游度假行业的发展，艾瑞咨询基于对艾瑞大量的数据积累、业界专家的深入访谈与深入研究，紧密结合目前市场的现状和趋势，撰写并发布《2015年中国在线旅游度假市场研究报告》，以期为受众提供帮助和参考。,41,旅游行业,http://pic.iresearch.cn/report/top/2318.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2318
2319,2015年中国网络婚恋交友行业报告,2015-02-11 17:27:06.0,"《2015年中国网络婚恋交友行业报告》从行业整体概况和用户行为分析两个方面深入研究了2014年网络婚恋交友行业的市场现状。
其中，包括2014年及未来几年网络婚恋行业整体市场规模及趋势，行业内核心企业的情况比较，以及网络婚恋用户的具体用户行为研究。从行业市场和用户行为展现了2014年网络婚恋交友市场的概况。
",56,网络服务,http://pic.iresearch.cn/report/top/2319.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2319
2320,2014Q3中国手机浏览器行业分析报告,2015-02-12 16:04:30.0,上海艾瑞市场咨询有限公司结合艾瑞自有数据产品mUserTracker，撰写了《2014Q3中国手机浏览器行业分析报告》。报告详细解读了2014Q3手机浏览器市场的基本情况，包含用户规模，用户使用次数，用户有效使用时长等数据。,18,媒体文娱,http://pic.iresearch.cn/report/top/2320.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2320
2321,2015年中国度假租赁用户研究报告,2015-02-13 14:58:57.0,为了帮助在线旅游从业人士或即将进入该行业的人士，以及其他对行业感兴趣的人或企业洞察2014年中国度假租赁用户行为，艾瑞咨询基于艾瑞大量的数据积累，紧密结合目前用户的需求和偏好，撰写并发布《2015年中国度假租赁用户研究报告》，以期为受众提供帮助和参考。,33,消费电商,http://pic.iresearch.cn/report/top/2321.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2321
2322,2014年中国第三方手机输入法发展研究报告,2015-02-13 15:43:07.0,《2014年中国第三方手机输入法发展研究报告》为艾瑞行业报告，该报告主要通过企业访谈、专家访谈及用户定量调研数据，深入分析中国第三方手机输入法的行业发展现状与趋势、用户体验及评价，并适当给予建议和预测，希望此份报告能够为市场各方对第三方手机输入法进行深入分析提供参考。,26,媒体文娱,http://pic.iresearch.cn/report/top/2322.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2322
2323,2015年中国第一份女性自拍研究报告,2015-02-13 18:27:01.0,《2015年中国第一份女性自拍研究报告》为艾瑞调研系列报告，该报告主要依据艾瑞iClick调研社区样本，深入分析自拍女性的外形特点、性格特点、自拍行为表现、拍摄软件使用情况等，希望此份报告能够展现中国年轻女性自拍行为特点和趋势，挖掘出年轻女性自拍行为中的有趣点和传播点。,15,媒体文娱,http://pic.iresearch.cn/report/top/2323.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2323
2324,2015年中国移动语音社交应用行业研究报告,2015-03-02 15:30:52.0,随着移动互联网的快速发展，移动社交应用层出不穷，种类繁多。移动社交应用呈多元化发展，极大满足了用户的社交需求，而同时语音类移动社交应用由于其交互的便捷性和语义的生动性，使得社交更具现实感。由此，艾瑞咨询推出《2015年中国移动语音社交应用行业研究报告》，结合对业界专家的深访与桌面研究，对中国移动语音社交市场整体状况、用户属性情况和行业发展趋势进行深入研究，为市场各方的决策和运营提供参考意见。,41,应用服务,http://pic.iresearch.cn/report/top/2324.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2324
2325,2015年中国权益众筹市场研究报告,2015-03-03 11:08:51.0,《2015年中国权益众筹市场研究报告》，首先对中国权益众筹产业发展进行了概述，包括中国权益众筹产业的发展环境、核心驱动力及发展价值和意义等方面；其次，报告主要从中国权益众筹市场的发展现状、竞争格局、发展趋势等方面进行了研究和分析，并结合企业案例对中国权益众筹市场发展模式进行了简要分析。希望此份报告能够为市场各方加深对中国权益众筹市场的了解，以及对其发展进行深入分析提供支持和参考。,48,金融行业,http://pic.iresearch.cn/report/top/2325.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2325
2326,2015年中国在线语言教育行业研究报告,2015-03-12 09:54:29.0,"《2015年中国在线语言教育行业研究报告》为准确把握中国在线语言教育行业的发展现状，明晰行业发展趋势，针对用户使用互联网进行语言学习行为深度分析，网易有道联合艾瑞咨询集团，发布《中国在线语言教育行业研究报告》，同推进在线语言教育行业发展。
本报告将针对在线语言教育行业展概况及分类、在线语言学习用户属性分析、用户在线语言学习行为分析、在线语言教育典型产品等方面进行深入分析，力求为相关人士提供更加清晰的认识。
",68,教育行业,http://pic.iresearch.cn/report/top/2326.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2326
2327,2015年小型民用无人机行业研究报告,2015-03-20 19:41:43.0,《2015年小型民用无人机行业研究报告》为行业研究报告，该报告主要依据现有公开材料及数据，分析小型民用无人机行业现状及互联网对其带来的的变革，并对互联网浪潮下小型民用无人机的未来发展给予评估及预测，同时为市场各方深入了解小型民用无人机行业提供参考。,24,消费电商,http://pic.iresearch.cn/report/top/2327.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2327
2329,2015年中国移动应用广告平台市场研究报告简版,2015-03-31 17:54:29.0,2014年，移动广告逐渐从发展早期向向更成熟期过渡。移动应用广告平台经过长期竞争，综合实力较弱的平台逐渐被淘汰，现有的平台职能更加细分，业务领域更加专注，产品形态更加丰富，竞争更为有序。本报告旨在对移动应用广告平台市场的发展现状、产业链结构、市场规模做出分析，对行业趋势做出判断，力图为市场参与各方提供有价值的数据参考和决策建议。,37,广告营销,http://pic.iresearch.cn/report/top/2329.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2329
2330,2015年移动游戏第三方服务白皮书（数据服务篇）,2015-04-01 15:01:10.0,《2015年移动游戏第三方服务白皮书（数据服务篇）》为艾瑞游戏系列报告，在手游发展浪潮下，该报告主要依据艾瑞游戏行业研究及企业访谈，深入分析中国移动游戏第三方服务行业的发展背景、发展现状及代表性企业介绍，希望此份报告能够为移动游戏领域的CP、渠道等主要参与者提供一定的参考。,37,游戏行业,http://pic.iresearch.cn/report/top/2330.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2330
2331,2014Q4中国网络婚恋行业季度监测报告,2015-04-01 17:10:10.0,中国网络婚恋行业发展超过10年，行业整体发展进入到新的阶段，基于整体网络婚恋市场的行业概况、企业格局及用户行为的不断深入分析研究，本报告将向市场提供更多的行业参考依据，为中国网络婚恋企业提供一定的支持和帮助。,27,网络服务,http://pic.iresearch.cn/report/top/2331.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2331
2333,2014Q4中国移动阅读行业季度报告简版,2015-04-07 13:36:03.0,《2014Q4中国移动阅读行业季度报告》，深入分析中国移动阅读行业发展现状和趋势，解析已经初步成型的移动阅读产业链，把握移动阅读竞争态势，并适当给予建议和预测。希望此份报告能够为关注正蓬勃兴起的移动阅读行业的市场各方提供参考。,27,媒体文娱,http://pic.iresearch.cn/report/top/2333.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2333
2335,2015年中国网民用户行为研究-汽车营销篇（简版）,2015-04-07 17:48:46.0,《2015年中国网民用户行为研究-汽车营销篇》为艾瑞大调研系列报告，该报告主要依据艾瑞第十四届调研数据，深入分析中国购车用户人群特征、具体购车需求与驱动，并深入分析用户获取购车信息的渠道，希望此份报告能够为市场各方对中国网民购车用户行为偏好进行深入分析提供参考。,26,企业服务,http://pic.iresearch.cn/report/top/2335.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2335
2337,2015年中国在线旅游度假用户研究报告,2015-04-08 14:23:52.0,《2015年中国在线旅游度假用户研究报告》是通过艾瑞iClick在线调研社区，利用定量研究方法，对在线旅游度假市场企业品牌、用户满意度及用户消费习惯进行在线调查及研究，以期望为关注在线旅游度假市场的企业及从业者提供行业用户行为洞察和有价值的参考依据。,43,旅游行业,http://pic.iresearch.cn/report/top/2337.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2337
2339,2015年IM云服务行业发展白皮书,2015-04-09 10:07:32.0,《2015年IM云服务行业发展白皮书》主要依据艾瑞行业研究，mUT数据和专家深访撰写，希望此份报告能够为市场各方对数字阅读用户行为偏好进行深入分析提供参考。,32,企业服务,http://pic.iresearch.cn/report/top/2339.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2339
2340,2015年中国平安金融集团案例研究报告,2015-04-09 11:15:50.0,《2015年中国平安金融集团案例研究报告》为艾瑞对传统金融企业在互联网金融的跨界融合转型中，走在前列的中国平安集团研究，针对其传统金融业务互联网化以及集团创新业务甚至平安集团核心竞争力等方面有较为进行全面而深入的发掘，可作为其他传统金融企业向互联网迈进的一个有益参考。,47,金融行业,http://pic.iresearch.cn/report/top/2340.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2340
2341,2015年中国在线旅游行业年度监测报告,2015-04-10 17:21:10.0,《2015年中国在线旅游行业年度监测报告》为艾瑞行业监测报告，该报告共有五大部分，分别阐述了2014年在线旅游行业整体市场、在线机票市场、在线酒店市场及在线度假市场的发展现状及未来趋势。,57,旅游行业,http://pic.iresearch.cn/report/top/2341.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2341
2342,2015年中国在线旅游度假行业热点报告,2015-04-11 10:17:52.0,《2015年中国在线旅游度假行业热点报告》为艾瑞热点报告，该报告主要阐述了2015年度假行业中的热门板块发展现状，如在线门票、在线自驾游和在线出境游。,27,旅游行业,http://pic.iresearch.cn/report/top/2342.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2342
2344,2015年中国商业WiFi行业研究报告,2015-04-14 17:18:46.0,目前随着移动互联网的高速发展，用户对于无线网络覆盖的要求越来越高，使用强度也不断加大，WiFi成为用户日常生活中必需的网络环境。与此同时，众多企业也挖掘出了WiFi作为上网入口的重要地位，围绕WiFi的商业模式也逐渐衍生出来，成为众多企业竞争的新领域。商业WiFi主要针对商家提供硬件设备以及全套WiFi解决方案，目前进军商业WiFi的企业越来越多，在商业模式方面的探索也逐渐深入。本报告旨在对于这一新兴市场进行定义，并对市场发展状况及主要参与者的情况进行梳理和分析。,55,企业服务,http://pic.iresearch.cn/report/top/2344.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2344
2345,2015年中国跨境网络购物用户研究报告简版,2015-04-17 10:27:03.0,《2015年中国跨境网络购物用户研究报告》为艾瑞大调研系列报告，该报告主要依据艾瑞第十三届调研数据，深入分析中国跨境网络购物用户的基本属性、用户行为、用户态度及用户的满意度，并适当给予原因分析，希望此份报告能够为市场各方对跨境网络购物用户行为偏好进行深入分析提供参考。,17,消费电商,http://pic.iresearch.cn/report/top/2345.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2345
2347,2015年中国房产营销行业用户行为研究报告简版,2015-04-17 10:34:13.0,《2015年中国房产营销行业用户行为研究报告》为艾瑞大调研系列报告，该报告主要依据艾瑞第十四届调研数据，深入分析中国房产营销行业用户的人群特征、购房原因及选择偏好、媒介接触行为、购买渠道及原因等，希望此份报告能够为市场各方对房产营销行业用户行为偏好进行深入分析提供参考。,20,房产行业,http://pic.iresearch.cn/report/top/2347.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2347
2349,2015互联网金融风险控制研究报告,2015-04-17 10:38:05.0,《2015互联网金融风险控制研究报告》以互联网金融爆发为大背景，直击最核心的风险控制部分，从宏观环境和微观发展现状两个方面，提炼出互联网金融风险控制的核心要素及未来发展趋势。并将P2P、电商小贷、银行、信用评分机构等多方风控手、段指导思想和风控理念，进行系统梳理和呈现。,29,金融行业,http://pic.iresearch.cn/report/top/2349.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2349
2350,2015年中国网络信贷用户调研报告简版,2015-04-17 13:37:12.0,《2015年中国网络信贷用户调研报告》为艾瑞大调研系列报告，该报告主要依据艾瑞第十四届调研数据，对中国网络信贷用户使用行为及使用偏好进行了深入分析，对用户在P2P小额信贷平台和电商平台的贷款使用情况进行了简要分析，希望此份报告能够为市场各方对网络信贷用户行为偏好进行深入分析提供参考。,21,金融行业,http://pic.iresearch.cn/report/top/2350.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2350
2352,2015年中国网络广告行业年度监测报告简版,2015-04-17 15:53:04.0,2014年，中国整体网络广告市场规模为1540亿元，同比增长40.0%，达到新的量级。国内网络广告市场规模在突破千亿大关之后，随着市场的成熟度不断提高，将在未来几年放缓增速，平稳发展。本报告在延续了历年网络广告行业监测报告的基础上，重点展示了中国网络广告及传统媒体发展情况，中国网络广告不同广告形式发展情况，中国网络广告不同网站媒体发展情况，核心网络媒体的发展情况及类别分析等。更多内容详见报告正文。,37,广告营销,http://pic.iresearch.cn/report/top/2352.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2352
2354,2015年中国在线旅游移动端行业研究报告,2015-04-20 16:55:31.0,为了帮助在线旅游移动端市场从业人士或即将进入该行业的人士，以及其他对行业感兴趣的人或企业全面深入了解2014年在线旅游移动端行业的发展，艾瑞咨询基于对艾瑞大量的数据积累、业界专家的深入访谈与用户研究，紧密结合目前市场的现状和趋势，撰写并发布《中国在线旅游移动端行业研究报告》，以期为受众提供帮助和参考。,36,旅游行业,http://pic.iresearch.cn/report/top/2354.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2354
2356,2015年中国金融广告主网络营销策略研究报告简版,2015-04-21 11:30:23.0,随着互联网渗透率日益提高，网络营销以其媒体表现形式丰富、可监测性高、受众规模大、投放精准等特点，市场规模不断扩大。各类金融广告主在网络营销方面有所差异，不同市场地位的广告主，纷纷在网络营销方面有各种尝试。本报告基于对互联网营销行业的长期监测与积累，结合大量行业专家、从业人士的访谈与桌面研究，以期帮助金融广告主以及业内人士全面了解金融行业互联网营销发展状况与趋势。,34,金融行业,http://pic.iresearch.cn/report/top/2356.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2356
2357,降准了，买股还是买债,2015-04-21 11:38:24.0,《降准了，买股还是买债》央行宣布自4月20日存款类金融机构普降存款准备金率1个百分点，部分金融机构降幅更大。本次降准预计释放流动性1.4万亿元，对股票市场、债券市场和大宗商品市场都形成正面刺激。,7,金融行业,http://pic.iresearch.cn/report/top/2357.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2357
2358,2015年中国电子支付用户报告简版,2015-04-21 13:55:21.0,《2015年中国电子支付用户报告报告》为艾瑞大调研系列报告，该报告主要依据艾瑞第十四届调研数据，深入分析中国主要电子支付方式（第三方互联网支付、第三方移动支付、网上银行、手机银行）用户的用户属性、使用行为、使用意愿，并就四类用户的使用特点进行对比分析，希望此份报告能够为市场各方对电子支付用户行为偏好进行深入分析提供参考。,21,支付行业,http://pic.iresearch.cn/report/top/2358.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2358
2360,2015年中国网络购物用户调研报告简版,2015-04-23 11:55:06.0,2014年中国网络购物市场交易规模达到2.8万亿，增长48.7%，仍然维持在较高的增长水平。根据国家统计局2014年全年社会消费品零售总额数据，2014年，网络购物交易额大致相当于社会消费品零售总额的10.7%，年度线上渗透率首次突破10%。在此背景下，艾瑞咨询通过iclick调研社区，于2014年12月针对在2014年内通过PC端和移动端进行过网络购物行为的用户进行在线调研，推出《2015年中国网络购物用户调研报告》。希望通过对中国网络购物用户的基础属性、网购用户PC端和移动端购物行为、网购用户热门商品购买与偏好以及网购满意度的研究分析，为中国网购企业及移动网购企业产业链各方提供决策参考和智力支持。,16,消费电商,http://pic.iresearch.cn/report/top/2360.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2360
2362,2015年中国2D回合制角色扮演类网络游戏报告,2015-04-24 16:55:40.0,《2015年中国2D回合制角色扮演类网络游戏报告》为艾瑞游戏行业细分品类报告，该报告主要依据艾瑞行业积累及数据产品，深入分析中国2D回合制角色扮演类网游的市场现状及竞争格局，希望此份报告能够为市场各方对2D回合制角色扮演类网络游戏进行深入分析提供参考。,25,游戏行业,http://pic.iresearch.cn/report/top/2362.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2362
2363,2015年中国游戏用户行为研究报告简版,2015-04-24 17:47:11.0,《2015年中国游戏用户行为研究报告》为艾瑞游戏用户系列报告，该报告主要依据2015年大调研数据，深入分析中国电子竞技、客户端游戏、移动游戏用户的行为习惯及使用偏好，希望此份报告能够为市场各方对中国游戏行业进行深入分析提供参考。,19,游戏行业,http://pic.iresearch.cn/report/top/2363.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2363
2365,2015年中国网络投资用户研究报告,2015-04-24 17:51:01.0,《2015年中国网络投资用户研究报告》为艾瑞大调研系列报告，该报告主要依据艾瑞第十四届调研数据，深入分析中国网络投资（众筹、基金、保险、P2P等）用户的用户属性、使用行为、使用意愿、投资驱动因素，并就四类用户的使用特点进行对比分析，希望此份报告能够为市场各方对网络投资用户行为偏好进行深入分析提供参考。,26,金融行业,http://pic.iresearch.cn/report/top/2365.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2365
2367,2015年中国互联网翻译行业研究报告,2015-04-28 10:20:17.0,《2015年中国互联网翻译行业研究报告》为艾瑞应百度邀请而定制报告，该报告主要依据2015年1月通过艾瑞iClick社区在线用户调研所获得数据，深入分析中国互联网翻译用户的选择偏好、使用行为及语音翻译软件的需求情况，并适当给予建议和预测，希望此份报告能够为市场各方对互联网翻译用户行为偏好进行深入分析提供参考。,39,企业服务,http://pic.iresearch.cn/report/top/2367.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2367
2369,2015年中国外包企业邮箱行业研究报告,2015-04-29 10:51:32.0,《2015年中国外包企业邮箱行业研究报告》为艾瑞行业研究报告，该报告主要分析中国外包企业邮箱市场产业链、分类、宏观环境、市场规模、市场用户规模、市场主流产品测评以及市场发展趋势。希望此份报告能够为市场各方对中国外包企业邮箱行业进行深入分析提供参考。,36,企业服务,http://pic.iresearch.cn/report/top/2369.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2369
2370,2015年中国外卖O2O行业发展报告,2015-05-04 09:10:21.0,《2015年中国外卖O2O行业发展报告》就外卖O2O行业背景、发展现状、产业链模式以及行业规模等多个方面进行了深入分析，并基于艾瑞2014年大调研期间的外卖O2O调研数据对我国餐饮外卖受众使用外卖平台的消费行为和诉求进行了解读。除此之外，基于国内外外卖O2O行业的发展趋势以及业内专家的深度访谈，整理提炼出我国外卖O2O未来即将出现或已经在部分环节初步实现的五大趋势以及现阶段在业内颇具代表性企业的案例分析。,56,消费电商,http://pic.iresearch.cn/report/top/2370.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2370
2372,2014年天津市电子商务发展报告,2015-05-07 11:36:54.0,随着技术和商业模式的创新，电子商务对人们的生产生活产生了巨大影响，对经济社会发展带来了深刻变革，已成为日常消费的新热点、产业发展的新方向、经济增长的新动力。《2014年天津市电子商务发展报告》全面梳理了天津市电子商务发展的综合情况、存在问题以及艾瑞作为第三方视角提出的对策建议，希望此份报告能够协助各级领导、企业家、投资人和创业者更全面、更有效的了解天津市电子商务发展的现状，洞察天津电商产业的未来。,15,电子商务,http://pic.iresearch.cn/report/top/2372.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2372
2373,2015年中国移动游戏第三方服务白皮书（移动支付篇）,2015-05-11 15:33:24.0,《2015年中国移动游戏第三方服务白皮书（移动支付篇）》为艾瑞游戏系列报告，在手游发展浪潮下，该报告主要依据艾瑞游戏行业研究及企业访谈，深入分析中国移动游戏第三方移动支付服务行业的发展背景、发展现状及代表性企业介绍，希望此份报告能够为移动游戏领域的CP、渠道等主要参与者提供一定的参考。,38,游戏行业,http://pic.iresearch.cn/report/top/2373.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2373
2374,2015年婴幼儿配方奶粉线上数据洞察报告简版,2015-05-11 18:00:23.0,《2015年婴幼儿配方奶粉线上数据洞察报告》为艾瑞系列报告，该报告主要依据调研数据与行业访谈，对婴幼儿配方奶粉用户的属性、选择偏好、网络行为以及婴幼儿配方奶粉产品典型品牌网购销量等进行深入分析。希望此份报告能够为市场各方对婴幼儿配方奶粉用户行为偏好进行深入分析提供参考。,21,企业服务,http://pic.iresearch.cn/report/top/2374.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2374
2377,2015年中国在线娱乐行业研究报告,2015-05-18 10:03:37.0,《2015年中国在线娱乐行业研究报告》为艾瑞行业研究报告，该报告主要依据艾瑞在在线娱乐行业的经验积累、用户研究，深入分析中国在线娱乐行业发生的深刻变革，希望此份报告能够为市场各方对中国在线娱乐行业的发展进行深入分析提供参考。,20,媒体文娱,http://pic.iresearch.cn/report/top/2377.jpg,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=2377
